Place ID,displayName,formattedAddress,rating,priceLevel,reservable,outdoorSeating,servesDessert,goodForChildren
ChIJZwTdLTFfXIYRe5UuTCO98qY,Tempat makan,"Jl. Sisingamangaraja No.78, Mesjid, Kec. Medan Kota, Kota Medan, Sumatera Utara 20213, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJ6WGE__swMTARE9PEnofMTd0,Rumah Makan Sarapan Pagi Etek Setia Baru,"B, 20226, Jl. Bromo No.91, Tegal Sari II, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia",4.8,unknown,unknown,unknown,unknown,True
ChIJk6hmXMUxMTARllg1GTIJ3mg,Rumah umi jumiati (jualan sarapan pagi),"Jl. Tombak No.22-14, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia",4.8,unknown,unknown,unknown,unknown,True
ChIJg6iZj8kxMTARXyRGkcawstI,Serapan pagi nenek rindi,"Jl. Tuasan No.41, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222, Indonesia",5,unknown,True,True,True,True
ChIJqSMAWMNvyYcRmYw9NyHQzM0,Spoon Dining,"Jl. Balai Kota No. 1 Petisah Tengah Medan Petisah Medan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia",4.4,unknown,True,True,True,True
ChIJSySX3qUvMTARRdxh6ewFxXI,Warung Lontong dan Nasi Gurih Bu Atik Medan,"Jl. Jawa No.54 A, Sei Sikambing C. II, CII, Kota Medan, Sumatera Utara 20123, Indonesia",5,unknown,unknown,unknown,unknown,unknown
ChIJjVFB4HslMTARnPiAQx57mjk,Sarapan Pagi Umi Yani,"GJMC+VMC, Jl. Setia Budi, Simpang Selayang, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20135, Indonesia",4.5,PRICE_LEVEL_MODERATE,unknown,True,unknown,True
ChIJz1qqMLwxMTARLLVRufzBMpQ,Mama Sayang Sarapan,"Jl. Prof. H. M. Yamin No.114/32a, Sidodadi, Kec. Medan Tim., Kota Medan, Sumatera Utara 20233, Indonesia",unknown,unknown,unknown,unknown,unknown,True
ChIJXw01sCguMTARNg4CEhbA4ag,Sarapan Pagi Hj Nian,"Jl. Gatot Subroto No.311, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.7,unknown,True,unknown,False,True
ChIJkTl6agwvMTARRZxHFxegMwA,Sarapan Pagi Mbak Novi',"Jl. Sei Putih Baru No.3B, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154, Indonesia",4.2,unknown,unknown,unknown,unknown,True
ChIJjcmmA0EuMTARyWqCQcV9CFs,Warung Sarapan Pagi Beby,"HJXM+6X5, Jl. Amal Luhur, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123, Indonesia",4.8,unknown,unknown,unknown,unknown,True
ChIJtS7DHBPxaS4RsebkRg6xmLo,Nusa Indah Rumah Makan,"Jl. Palang Merah No.90, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212, Indonesia",4.4,unknown,unknown,False,unknown,True
ChIJmyi34jIvMTARnt7a10PPk3s,Sarapan Pagi Kurnia,"Jl. Gajah Mada No.44, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJx2yIuV8eBYgR2LMHems94Yk,Royal Garden Restaurant,"Jl. Tapanuli No.109, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20233, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJEepZiOwxMTAR4p5AmumKD-M,Athing Chinese Food,"Jl. Bambu I No.70, Durian, Kec. Medan Tim., Kota Medan, Sumatera Utara 20236, Indonesia",4.3,PRICE_LEVEL_MODERATE,True,False,unknown,True
ChIJ37FS9Nw7dYgRLFQQWKd_cmE,Taipan Restaurant,"Capital Building, Jl. Putri Hijau No.1A Lantai 1, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.6,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJIXtw9UDFjIgRHT0nvJ_4e-M,Restoran Chinese Food,"HMMP+Q7P, Pasar Baru, Medan Kota, Medan City, North Sumatra 20212, Indonesia",4.7,unknown,True,unknown,unknown,True
ChIJQ5pQUENryYcRqyETTNK5-K0,Jade Restaurant,"JW Marriott Medan, Jl. Putri Hijau No.10, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.5,unknown,True,False,True,True
ChIJX4fLUjQwMTAROXV6IKF9Gnc,Ta Shanghai Restaurant,"JL. Multa Tuli Raya, No. 123 Blok SF, Komp. Multatuli Indah Bl FF, Hamdan, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",4.3,PRICE_LEVEL_EXPENSIVE,True,unknown,unknown,unknown
ChIJuar8SsAxMTAR-nJJhmDfFnM,RM.Chinese Food Peringgan Jaya,"Jl. Iskandar Muda No.200A, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,unknown,unknown,unknown,unknown,True
ChIJ01TKUnzQ2IcRm7fVfILnEnw,Ji Long Chinese Restaurant,"Grand City Hall Medan, JL.Balai Kota ,Medan Kota 20112, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20149, Indonesia",4.6,unknown,True,False,True,True
ChIJk4pxvRtQERARIYWAUlUhrwc,Rumah Makan Ming,"Jl. Wahidin No.55 C, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,unknown,True
ChIJqyCkH9UvMTARumKuWRzzRDg,Golden Yen,"Medan, Business Center, Jl. S. Parman No.10-11 Blok B9, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20153, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJtTUDELMxMTARoyUQr5Uz5qA,RM Hauxiang,"HMJQ+QW2, Jl. Kotacane, Sei Rengas I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,unknown,unknown,True
ChIJ-bgUAXIxMTARcot-k7cNMzQ,Li Kung Restaurant,"JL. Kol Sugiono No.7A, Medan, North Sumatera, 20152, A U R, Medan Maimun, Medan City, North Sumatra 20212, Indonesia",4.6,unknown,True,False,True,True
ChIJ6WblKMkxMTAR-v-JcK5Uz78,Rumah Makan David,"Jl. Hindu No.3, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20231, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,unknown,True
ChIJ4Y75WtkxMTARQT7mptQ9wco,The Lye Kitchen,"Jl. Meranti No.3K, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,unknown,unknown,True
ChIJXaUAQbYxMTARSfeqs2KYqkg,Restoran Ria,"Jl. Letjen MT. Haryono No. 11-15, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",4.6,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJ88338qsvMTARYdRbZvX7JpM,RM. Primadona Chinese Food,"Komplek Primadona, Jl. Sunggal No.R4, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20128, Indonesia",4.5,PRICE_LEVEL_MODERATE,unknown,True,unknown,unknown
ChIJuYHZKrQZ2jERuAMG3qVN5pk,Tai Hwa,"Jl. Perdana No.11, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia",4.7,PRICE_LEVEL_MODERATE,unknown,unknown,unknown,unknown
ChIJf2ChD88xMTARmyPLaycMwRg,Wisma Benteng Restaurant,"Jl. Kapten Maulana Lubis No.6, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20236, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJxdcPkcM0K4gRtZB3BsjQutg,Shantou Restaurant,"2, Gedung Yayasan Tio Ciu, Jl. Gandhi No.123, Sei Rengas II, Kec. Medan Area, Kota Medan, Sumatera Utara 20211, Indonesia",4.4,PRICE_LEVEL_EXPENSIVE,True,False,True,True
ChIJHTc68h4uMTARsu6iZTebGyM,Rumah Makan AIK,"Jl. Danau Singkarak Kelurahan No.12, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20117, Indonesia",4.1,PRICE_LEVEL_MODERATE,True,False,True,True
ChIJk7bQXaIxMTARFJLiHkNArPI,Tempat Biasa Medan Coffee Shop,"Jl. Gurilla No.102, Sei Kera Hilir II, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20222, Indonesia",4.7,unknown,True,unknown,unknown,True
ChIJi6eAXMan9YgREkntvJIddhg,Sada Coffee House,"No. 15/79, Jl. Sei Bahorok No.Kel, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153, Indonesia",4.6,PRICE_LEVEL_MODERATE,True,True,True,False
ChIJPbT-AGLTFogRY6h7ma3TDNo,VO COFFEE,"Komplek Medan Bussiness Center, Jl. S. Parman, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.7,unknown,True,True,False,True
ChIJ39H7l9AxMTAR-Ui-0vbjPEc,Toko Sempurna Medan Coffee Shop,"Jl. Rotan No.26, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20116, Indonesia",4.4,PRICE_LEVEL_MODERATE,unknown,unknown,unknown,True
ChIJXcl0Vo_RuIcRBqUxhO1yLG4,Opal Coffee,"Jl. T. Amir Hamzah No.56 C, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20124, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJjaPlhqhPWBQREnTEFw6inLs,DEPRESSO COFFEE SHOP,"Jl. Halat No.15, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20215, Indonesia",4.4,unknown,unknown,unknown,unknown,unknown
ChIJJZZ0ukXnaC4Rgm0Vorz5O6s,Kopi Agan,"Jl. Putri Merak Jingga, Jl. Gudang Dalam No.15, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.6,unknown,True,True,unknown,True
ChIJ08r3ztIxMTARgOyE9YHePmc,Coffeenatics,"Jl. Teuku Cik Ditiro No.8K, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJdfBKVGIxMTARNVNl7QiCNGo,KOPILIHDIA COFFEE SPARMAN,"Jl. S. Parman No.62d, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",4.7,unknown,unknown,True,True,True
ChIJedEDXrYxMTARqptpYAXSdyI,Kopi Ruang Kosong,"Jl. Teuku Cik Ditiro No.17, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",4.3,unknown,unknown,unknown,unknown,True
ChIJizDUqYIp9ocRkvvQkEGU9PQ,Kopicie coffee,"Jl. Gatot Subroto No.186, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123, Indonesia",4.4,PRICE_LEVEL_MODERATE,unknown,True,unknown,unknown
ChIJV54YBHTONjARXUfY9bw5Wcw,Macehat Coffee,"Jl. Karo No.20, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.5,PRICE_LEVEL_MODERATE,True,True,True,False
ChIJ_bskVQ0xMTAR2lyDzrvZC5w,Medan Coffee House,"Jl. Laksana No.28B, Kotamatsum III, Kec. Medan Kota, Kota Medan, Sumatera Utara 20215, Indonesia",4.8,unknown,True,True,unknown,False
ChIJwz_w9SwxMTARLDVBkSysCn4,Bahtera Kopi Medan,"Jl. Pelangi, Teladan Bar., Kec. Medan Kota, Kota Medan, Sumatera Utara 20217, Indonesia",5,unknown,False,unknown,unknown,True
ChIJfcCifJoxMTARR8CfcGD_bAk,Kopi Pagi,"Jl. Kol. Sugiono No.10B, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20151, Indonesia",4.7,unknown,unknown,unknown,True,unknown
ChIJh-ZnrN7x2YkR1ByEI0V5Kv8,Caf├â┬® Liverpool,"HMH5+6HV, Jl. Sei Bahorok, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia",4.2,unknown,unknown,unknown,unknown,unknown
ChIJEVoYvssxMTARWDkUl3wKbPA,Coffee Box Palang Merah,"Jl. Suka Mulia No.A - 7, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJ-yr3W9TjuocR1s_Rm4umwB4,Ristreeto Coffee House,"Gg. Peringatan No.94, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20235, Indonesia",4.6,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJwQXNFBuz2YgR9cpEJs02eQY,Mantis Coffee Shop,"Jl. Halat No.36A, Kota Matsum IV, Kec. Medan Area, Kota Medan, Sumatera Utara 20211, Indonesia",5,unknown,unknown,unknown,unknown,True
ChIJk6pc5ykuMTAR-9QE7XgrOj0,Kopi Toast,"Jl. Mayjen D.I Panjaitan No.156, Babura, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",4.4,PRICE_LEVEL_MODERATE,True,True,True,True
ChIJJ2E0OpUPmogRVBSEeVch2EU,Oui Dining,"Jl. Sei Belutu No.66, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia",4.7,unknown,True,unknown,True,unknown
ChIJ8SVXWqdV-YcRkeNST2xFnVs,Le Chateau,"Jl. Perintis Kemerdekaan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia",4.6,unknown,True,unknown,True,True
ChIJ7cSrJ6tM34cRnbfrlBQNy7A,The Upper Level,"Jl. Taruma No.52 Level 2, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",4.7,unknown,True,False,True,unknown
ChIJD5wUeH4vMTARhhj1myvWZsA,Petite Terrasse,"Jl. Sei Belutu No.66, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154, Indonesia",4.9,unknown,True,True,True,True
ChIJ8e_AIJ57yIcRg-81HRR27LU,Orchid Restaurant,"Jl. Sutomo No.1, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20235, Indonesia",4.3,unknown,True,unknown,True,True
ChIJQ5pQUENryYcRqyETTNK5-K0,Jade Restaurant,"JW Marriott Medan, Jl. Putri Hijau No.10, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.5,unknown,True,False,True,True
ChIJHepGWVLTD4gRq7FdjxR7boM,BISTRONOMIX,"Jl. Perintis Kemerdekaan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia",4.6,unknown,True,True,True,False
ChIJgdkD2b7stocRbVjMGALzEW4,Prime Steakhouse,"JW Marriott Hotel, Jl. Putri Hijau No.10 Lantai LG, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia",4.6,unknown,True,unknown,True,False
ChIJwdM51QfzjIgRhFkBleBC-DA,The Edge Restaurant,"Jl. S. Parman No.217, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",4.5,unknown,True,True,True,True
ChIJqSMAWMNvyYcRmYw9NyHQzM0,Spoon Dining,"Jl. Balai Kota No. 1 Petisah Tengah Medan Petisah Medan, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236, Indonesia",4.4,unknown,True,True,True,True
